Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
90003/2024;33;290432 - Prego com cabeça;Prego Com Cabeça Material: Ferro Comum , Tipo Cabeça: Liso , Tipo Corpo: Liso , Tipo Ponta: Comum , Acabamento Superficial: Polido , Bitola: 10 X 10;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;20.0000;5;10X10;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma
90003/2024;34;372868 - Prego sem cabeça;Prego Sem Cabeça Material: Aço Carbono , Tipo Ponta: Normal , Bitola: 12 X 12;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;20.0000;5;12X12;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma
90003/2024;35;317910 - Prego com cabeça;Prego Com Cabeça Material: Aço , Tipo Cabeça: Chata , Tipo Corpo: Liso , Tipo Ponta: Comum , Bitola: 17 X 27;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;12.0000;30;17X27;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma
90003/2024;36;335587 - Prego sem cabeça;Prego Sem Cabeça Material: Aço Carbono , Bitola: 13 X 18;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;17.0000;10;13X18;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma
90003/2024;37;443410 - Prego com cabeça;Prego Com Cabeça Material: Arame , Tipo Cabeça: Cônica Axadrezada , Tipo Corpo: Liso , Tipo Ponta: Diamante , Acabamento Superficial: Polido , Bitola: 25 X 72;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;14.5000;5;25X72;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma
90003/2024;38;214383 - Prego com cabeça;Prego Com Cabeça Material: Arame Para Prego , Tipo Cabeça: Cônica Axadrezada , Tipo Corpo: Liso , Tipo Ponta: Diamante , Acabamento Superficial: Polido , Bitola: 19 X 36;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;14.0000;5;19X36;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Quilograma
90003/2024;39;467371 - Parafuso Rosca Madeira;Parafuso Rosca Madeira Material: Aço Carbono , Tipo Cabeça: Chata , Tipo Fenda: Phillips , Diâmetro Corpo: 3,50 MM, Comprimento: 25 M;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;08.658.622/0001-13 - J. J. VITALLI;19.8000;2;Ciser;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Caixa 500,00 UN
90003/2024;40;364775 - Parafuso auto-atarraxante;Parafuso Auto-Atarraxante Material: Aço Carbono , Tratamento Superficial: Zincado , Tipo Cabeça: Panela , Tipo Fenda: Reta , Diâmetro Corpo: 4,20 MM, Comprimento: 32 M;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;500;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.1500;500;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;41;340989 - Parafuso;Parafuso Material: Latão , Características Adicionais: Com Bucha S8 , Aplicação: Concreto;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;500;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;0.3200;500;WORKER;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;42;254066 - Parafuso com bucha e porca;Parafuso Com Bucha E Porca Material: Latão , Referência Bucha: Nº 10 , Tipo Porca: Castelo;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;300;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;1.0500;300;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;43;369300 - Parafuso;Parafuso Material: Galvanizado , Tipo: Cabeça Sextavada , Comprimento: 85 MM, Diâmetro: 8 MM, Aplicação: Telha Fibrocimento , Tipo Rosca: Soberba;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;100;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;1.6000;100;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;44;369299 - Parafuso;Parafuso Material: Galvanizado , Tipo: Cabeça Sextavada , Comprimento: 250 MM, Diâmetro: 8 MM, Aplicação: Telha Fibrocimento , Tipo Rosca: Soberba;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1000;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;1.7800;1000;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;45;304929 - Porta-cadeado;Porta-Cadeado Material: Ferro , Tratamento Superficial: Zincado , Comprimento: 64 MM, Altura: 30 MM, Espessura: 2 M;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;08.658.622/0001-13 - J. J. VITALLI;2.2000;20;Kala;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;46;480495 - Porta-cadeado;Porta-Cadeado Material: Aço Inoxidável , Comprimento: 31,2 POL, Altura: 45 MM, Espessura: 3 M;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;;;20;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;47;480681 - Tela metálica;Tela Metálica Material: Arame Galvanizado , Tipo Tela: Alambrado , Tipo Abertura Malha: Losangular , Tamanho Abertura Malha: 50 X 50 MM, Diâmetro Fio: 2,77 MM, Comprimento: 50 M, Altura: 2 M, Revestimento: Pvc Verde , Aplicação: Construção Civil;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;;;5;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;48;450770 - Conjunto manifold;Conjunto Manifold Componentes: Conjunto De Válvulas E 2 Manômetros , Aplicação: Gases R22 - R134a - R404a - R407c;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;237.1900;2;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;49;343779 - Conjunto flangeador;Conjunto Flangeador Componentes: Corpo Base/Mordente/Ponteiras/Cortador Tubo , Aplicação: Tubulação Metálica , Sistema Medidida Mordente: Métrico , Sistema Medida Ponteiras: Métrico , Características Adicionais: Alargador De Tubo 1/8 Pol A 3/4 Pol;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;276.0000;2;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;50;245546 - Pulverizador costal manual;Pulverizador Costal Manual Material Tanque: Polietileno , Capacidade Tanque: 5 L, Peso Bruto Máximo: 8 KG, Aplicação: Pulverização De Gases E Líquidos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;4;36.181.473/0001-80 - BIDDEN COMERCIAL LTDA.;69.5000;4;Lynus;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;51;233330 - Torneira;Torneira Material Corpo: Latão , Tipo: Pia , Diâmetro: 1/2 POL, Acabamento Superficial: Cromado , Caracteristicas Adicionais: Com Bica Móvel Longa E Bico Arejador;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;42.883.960/0001-97 - SZATA COMERCIO VAREJISTA LTDA;30.5900;30;1167 C72 PAREDE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;52;249819 - Torneira;Torneira Material Corpo: Metal , Tipo: Pia , Diâmetro: 1/2 POL, Acabamento Superficial: Cromado , Caracteristicas Adicionais: Curta , Aplicação: Pia;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;08.658.622/0001-13 - J. J. VITALLI;27.7200;30;Alpha;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;53;371770 - Cadeado;Cadeado Material: Latão Maciço , Material Haste: Aço Cementado/Cromado , Altura: 78 MM, Largura: 50 MM, Características Adicionais: 2 Chaves Em Latão Niquelado/Trava Dupla;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;17.0000;20;CE;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;54;384322 - Cadeado;Cadeado Material: Latão Maciço , Material Haste: Aço Inoxidável , Altura: 100 MM, Largura: 60 MM, Características Adicionais: 16 Pinos/Chave Tetra 2 Travas/Altura Haste:40mm;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;;;30;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;55;236534 - Cadeado;Cadeado Material: Latão Maciço , Material Haste: Aço Inoxidável , Altura: 69 MM, Largura: 50 MM, Quantidade Pinos: 16 UN, Características Adicionais: Com Chave Tipo Tetra E Trava Dupla;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;51.490.386/0001-06 - 51.490.386 ROBERT SILVA SANTOS;22.5000;30;50mm-latão maciço-te;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;56;486738 - Peça / Componente Roçadeira;Peça / Componente Roçadeira Tipo: Vela , Aplicação: Roçadeira Stihl Fs 350 , Características Adicionais: Ignição Bpmr7a Ngk;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;37.087.255/0001-43 - REALIZA COMERCIO E SERVICOS LTDA;23.4500;10;VELA DE IGNIÇÃO PARA;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;57;302420 - Facão;Facão Material Lâmina: Aço , Material Cabo: Madeira , Comprimento: 18 POL, Tipo: Para Mato , Características Adicionais: Com Bainha , Material Bainha: Couro , Comprimento Cabo: 12 C;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;40.0000;10;101.241+101.670;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;58;356080 - Peça , componente roçadeira;Peça / Componente Roçadeira Tipo: Cabeçote De Corte , Aplicação: Roçadeira Costal Stihl Fs 220 , Características Adicionais: Conjunto De Corte Trimcut 40-2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;45.332.828/0001-85 - LICITA INVEST - ASSESSORIA COMERCIAL LTDA;30.0000;10;abeçote De Corte , A;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;59;486102 - Peça / acessório - motoserra;"Peça / Acessório - Motoserra Tipo: Corrente , Aplicação: Motosserra Stihl , Características Adicionais: 42 Dentes + 1elo, Ranhura De 1,6mm, Passo 3/8"", Sa , Referência 3: Modelo Ms 460";;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;;;3;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90003/2024;60;486102 - Peça / acessório - motoserra;"Peça / Acessório - Motoserra Tipo: Corrente , Aplicação: Motosserra Stihl , Características Adicionais: 42 Dentes + 1elo, Ranhura De 1,6mm, Passo 3/8"", Sa , Referência 3: Modelo Ms 460";;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;6;;;6;;Pregão Eletrônico;90003;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Eventual aquisição de MATERIAL METÁLICO PARA MANUTENÇÃO DE BENS IMÓVEIS-CCALC;Unidade
90004/2024;1;481558 - Óleo Lubrificante;Óleo Lubrificante Uso: Motores A Diesel , Tipo: Mineral , Classificação: Monoviscoso , Viscosidade: Sae 40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;550.0000;30;TURBO ME 40;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;2;472896 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Api Ch-4 , Viscosidade: Sae 15w-40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;419.0000;20;SAE 15W40 CH-4/SL LU;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;3;471985 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Allison C4 , Viscosidade: Sae 10w;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;615.0000;10;SAE 30 LUBRAX GRANS;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;4;471985 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Allison C4 , Viscosidade: Sae 10w;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;509.0000;30;SAE 10W LUBRAX GRANS;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;5;463190 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Atf , Viscosidade: A Sufixo A;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;21.9000;50;ATF;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
90004/2024;6;601273 - Aditivo radiador;Aditivo Radiador Características Adicionais: Normas Sae J 1034 E Nbr 13705 , Aplicação: Radiador Automotivo , Componentes: Monoetileno Glicol Com Inibidores Orgânicos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;30;51.560.442/0001-23 - DUFILTER DISTRIBUIDORA DE FILTROS E LUBRIFICANTES LTDA;154.9500;30;COOL PRONTO USO;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;7;478331 - Querosene;Querosene Uso: Limpeza, Desengraxante, Solvente , Tipo: Comum;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;600;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;19.1500;600;QUEROSENE;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
90004/2024;8;251546 - Fluido hidráulico;Fluido Hidráulico Origem: Mineral , Viscosidade: 14,5 Cst Acima De 40 °C E 700 Cst A -60 °C , Ponto Fulgor: Acima De 150 °C, Ponto Fluidez: Abaixo De -60 °C, Referência: Mil-Prf-6083f , Aplicação: Lubrificação Sistema Recuo Canhões;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;150;08.687.885/0001-50 - X5 COMERCIO DE PRODUTOS AERONAUTICOS E INDUSTRIAIS LTDA;401.8100;150;RADCOLUB 6083;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
90004/2024;9;617101 - Aditivo;Aditivo Componente Básico: Anticorrosivo E Fungicida. Descarbonizante , Aplicação: Motores A Diesel , Referência: Bardahl Max S10;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;889.9900;20;ACTIOIL 550 GL5L;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
90004/2024;10;349296 - Anticorrosivo;Anticorrosivo Apresentação: Spray , Aspecto Físico: Líquido , Características Adicionais: Wd 40, Inofensivo Para Camada De Ozônio, Inibidor;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;200;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;7.0000;200;LUB40;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
90004/2024;11;473648 - Graxa;Graxa Tipo Base: Óleo Mineral A Base De Petróleo , Tipo Espessante: Sabão De Lítio , Tipo Aditivos: Anticorrosivo/Antioxidante/Antidesgaste , Consistência Nlgi: 2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;879.0000;10;GRAXA LUBRAX LITH PL;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Balde 20,00 L
90004/2024;12;470290 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Gl-5 , Viscosidade: Sae 90;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;48.175.124/0001-34 - IGUATEMI LUBRIFICANTES LTDA;323.0000;20;DEITON EXTRA GEAR SA;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;13;463374 - Estojo limpeza armamento;Estojo Limpeza Armamento Aplicação: Calibre 7,62 Mm , Componentes: Estojo: 2 Escova (Crima E Fibra) 2 Óleo (Lubrifica;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;13.991.459/0001-46 - BAZA DISTRIBUIDORA LTDA;792.0000;10;LUBRAX UTILE PA 15;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Unidade
90004/2024;14;362421 - Solvente;Solvente Aspecto Físico: Líquido , Ponto Fulgor: 38 °C, Composição Química: Hidrocarbonetos Alifáticos E Aromáticos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;120;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;67.5000;120;IT37;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 5,00 L
90004/2024;15;451979 - Solução;Solução Composição: Água, Inibidor De Ferrugem, Polímeros Termoplástic , Aplicação: Tratamento De Metal , Tipo: Convertedor De Ferrugem , Referência: Tf7 , Apresentação: Líquido;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;20;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;38.6300;20;TF7;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
90004/2024;16;472896 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Api Ch-4 , Viscosidade: Sae 15w-40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;419.0000;0;SAE 15W40 CH-4/SL LU;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;17;463190 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Atf , Viscosidade: A Sufixo A;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;27.6600;0;ATF;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
90004/2024;18;601273 - Aditivo radiador;Aditivo Radiador Características Adicionais: Normas Sae J 1034 E Nbr 13705 , Aplicação: Radiador Automotivo , Componentes: Monoetileno Glicol Com Inibidores Orgânicos;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;51.560.442/0001-23 - DUFILTER DISTRIBUIDORA DE FILTROS E LUBRIFICANTES LTDA;155.4200;0;COOL PRONTO USO;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Galão 20,00 L
90004/2024;19;478331 - Querosene;Querosene Uso: Limpeza, Desengraxante, Solvente , Tipo: Comum;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;04.341.779/0001-60 - SANEX COMERCIO E SERVICOS LTDA;24.0000;0;QUEROSENE;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Litro
90004/2024;20;473648 - Graxa;Graxa Tipo Base: Óleo Mineral A Base De Petróleo , Tipo Espessante: Sabão De Lítio , Tipo Aditivos: Anticorrosivo/Antioxidante/Antidesgaste , Consistência Nlgi: 2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;52.743.219/0001-84 - GSW DISTRIBUIDORA LTDA;879.0000;0;GRAXA LUBRAX LITH PL;Pregão Eletrônico;90004;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de graxas, óleos e lubrificantes para a manuntenção das viaturas blindadas do  Parque Regional de Manunteção/5.;Balde 20,00 L
